location,origin_date,target_date,output_type_id,value,output_type,target
Merced,2024-09-30,2024-12-31,3,0.87278,cdf,WNV cases
Merced,2024-09-30,2024-12-31,4,0.95412,cdf,WNV cases
Merced,2024-09-30,2024-12-31,5,0.95412,cdf,WNV cases
Merced,2024-09-30,2024-12-31,6,0.95412,cdf,WNV cases
Merced,2024-09-30,2024-12-31,8,0.9805,cdf,WNV cases
Merced,2024-09-30,2024-12-31,10,0.9805,cdf,WNV cases
Merced,2024-09-30,2024-12-31,15,0.99575,cdf,WNV cases
Merced,2024-09-30,2024-12-31,200,1.0,cdf,WNV cases
Placer,2024-09-30,2024-12-31,0,0.84145,cdf,WNV cases
Placer,2024-09-30,2024-12-31,1,0.84145,cdf,WNV cases
Placer,2024-09-30,2024-12-31,2,0.84145,cdf,WNV cases
Placer,2024-09-30,2024-12-31,3,0.93211,cdf,WNV cases
Placer,2024-09-30,2024-12-31,4,0.93211,cdf,WNV cases
Placer,2024-09-30,2024-12-31,5,0.96624,cdf,WNV cases
Placer,2024-09-30,2024-12-31,6,0.96624,cdf,WNV cases
Placer,2024-09-30,2024-12-31,8,0.98194,cdf,WNV cases
Placer,2024-09-30,2024-12-31,10,0.98997,cdf,WNV cases
Placer,2024-09-30,2024-12-31,15,0.99668,cdf,WNV cases
Placer,2024-09-30,2024-12-31,200,1.0,cdf,WNV cases
Fresno,2024-09-30,2024-12-31,0,0.7529,cdf,WNV cases
Fresno,2024-09-30,2024-12-31,1,0.85595,cdf,WNV cases
Fresno,2024-09-30,2024-12-31,2,0.90502,cdf,WNV cases
Fresno,2024-09-30,2024-12-31,3,0.93393,cdf,WNV cases
Fresno,2024-09-30,2024-12-31,4,0.9526,cdf,WNV cases
Fresno,2024-09-30,2024-12-31,5,0.96528,cdf,WNV cases
Fresno,2024-09-30,2024-12-31,6,0.97416,cdf,WNV cases
Fresno,2024-09-30,2024-12-31,8,0.9853,cdf,WNV cases
Fresno,2024-09-30,2024-12-31,10,0.99136,cdf,WNV cases
Fresno,2024-09-30,2024-12-31,15,0.99755,cdf,WNV cases
Fresno,2024-09-30,2024-12-31,200,1.0,cdf,WNV cases
Riverside,2024-09-30,2024-12-31,0,0.66202,cdf,WNV cases
Riverside,2024-09-30,2024-12-31,1,0.8178,cdf,WNV cases
Riverside,2024-09-30,2024-12-31,2,0.87953,cdf,WNV cases
Riverside,2024-09-30,2024-12-31,3,0.9275,cdf,WNV cases
Riverside,2024-09-30,2024-12-31,4,0.94626,cdf,WNV cases
Riverside,2024-09-30,2024-12-31,5,0.96458,cdf,WNV cases
Riverside,2024-09-30,2024-12-31,6,0.97279,cdf,WNV cases
Riverside,2024-09-30,2024-12-31,8,0.98541,cdf,WNV cases
Riverside,2024-09-30,2024-12-31,10,0.99188,cdf,WNV cases
Riverside,2024-09-30,2024-12-31,15,0.99786,cdf,WNV cases
Riverside,2024-09-30,2024-12-31,200,1.0,cdf,WNV cases
San Joaquin,2024-09-30,2024-12-31,0,0.77866,cdf,WNV cases
San Joaquin,2024-09-30,2024-12-31,1,0.77866,cdf,WNV cases
San Joaquin,2024-09-30,2024-12-31,2,0.87981,cdf,WNV cases
San Joaquin,2024-09-30,2024-12-31,3,0.92558,cdf,WNV cases
San Joaquin,2024-09-30,2024-12-31,4,0.95129,cdf,WNV cases
San Joaquin,2024-09-30,2024-12-31,5,0.95129,cdf,WNV cases
San Joaquin,2024-09-30,2024-12-31,6,0.967,cdf,WNV cases
San Joaquin,2024-09-30,2024-12-31,8,0.98398,cdf,WNV cases
San Joaquin,2024-09-30,2024-12-31,10,0.98859,cdf,WNV cases
San Joaquin,2024-09-30,2024-12-31,15,0.9968,cdf,WNV cases
San Joaquin,2024-09-30,2024-12-31,200,1.0,cdf,WNV cases
San Bernardino,2024-09-30,2024-12-31,0,0.65559,cdf,WNV cases
San Bernardino,2024-09-30,2024-12-31,1,0.81092,cdf,WNV cases
San Bernardino,2024-09-30,2024-12-31,2,0.87326,cdf,WNV cases
San Bernardino,2024-09-30,2024-12-31,3,0.90939,cdf,WNV cases
San Bernardino,2024-09-30,2024-12-31,4,0.9328,cdf,WNV cases
San Bernardino,2024-09-30,2024-12-31,5,0.94914,cdf,WNV cases
San Bernardino,2024-09-30,2024-12-31,6,0.96559,cdf,WNV cases
San Bernardino,2024-09-30,2024-12-31,8,0.97882,cdf,WNV cases
San Bernardino,2024-09-30,2024-12-31,10,0.98662,cdf,WNV cases
San Bernardino,2024-09-30,2024-12-31,15,0.99591,cdf,WNV cases
San Bernardino,2024-09-30,2024-12-31,200,1.0,cdf,WNV cases
Stanislaus,2024-09-30,2024-12-31,0,0.81469,cdf,WNV cases
Stanislaus,2024-09-30,2024-12-31,1,0.81469,cdf,WNV cases
Stanislaus,2024-09-30,2024-12-31,2,0.9111,cdf,WNV cases
Stanislaus,2024-09-30,2024-12-31,3,0.9111,cdf,WNV cases
